Datum,Bron,LeeftijdGroep,Type,Aantal
2020-04-25,RIVM_report_20200425,20-24,Totaal,1415
2020-04-25,RIVM_report_20200425,25-29,Totaal,1783
2020-04-25,RIVM_report_20200425,30-34,Totaal,1704
2020-04-25,RIVM_report_20200425,35-39,Totaal,1502
2020-04-25,RIVM_report_20200425,40-44,Totaal,1691
2020-04-25,RIVM_report_20200425,45-49,Totaal,2494
2020-04-25,RIVM_report_20200425,50-54,Totaal,3262
2020-04-25,RIVM_report_20200425,55-59,Totaal,3615
2020-04-25,RIVM_report_20200425,60-64,Totaal,2938
2020-04-25,RIVM_report_20200425,65-69,Totaal,2037
2020-04-25,RIVM_report_20200425,70-74,Totaal,2561
2020-04-25,RIVM_report_20200425,75-79,Totaal,2915
2020-04-25,RIVM_report_20200425,80-84,Totaal,3173
2020-04-25,RIVM_report_20200425,85-89,Totaal,3138
2020-04-25,RIVM_report_20200425,90-94,Totaal,1873
2020-04-25,RIVM_report_20200425,95+,Totaal,616
2020-04-25,RIVM_report_20200425,Niet vermeld,Totaal,12
2020-04-25,RIVM_report_20200425,0-4,Ziekenhuisopname,39
2020-04-25,RIVM_report_20200425,5-9,Ziekenhuisopname,2
2020-04-25,RIVM_report_20200425,10-14,Ziekenhuisopname,7
2020-04-25,RIVM_report_20200425,15-19,Ziekenhuisopname,23
2020-04-25,RIVM_report_20200425,20-24,Ziekenhuisopname,49
2020-04-25,RIVM_report_20200425,25-29,Ziekenhuisopname,96
2020-04-25,RIVM_report_20200425,30-34,Ziekenhuisopname,130
2020-04-25,RIVM_report_20200425,35-39,Ziekenhuisopname,165
2020-04-25,RIVM_report_20200425,40-44,Ziekenhuisopname,249
2020-04-25,RIVM_report_20200425,45-49,Ziekenhuisopname,503
2020-04-25,RIVM_report_20200425,50-54,Ziekenhuisopname,739
2020-04-25,RIVM_report_20200425,55-59,Ziekenhuisopname,986
2020-04-25,RIVM_report_20200425,60-64,Ziekenhuisopname,1139
2020-04-25,RIVM_report_20200425,65-69,Ziekenhuisopname,1209
2020-04-25,RIVM_report_20200425,70-74,Ziekenhuisopname,1537
2020-04-25,RIVM_report_20200425,75-79,Ziekenhuisopname,1468
2020-04-25,RIVM_report_20200425,80-84,Ziekenhuisopname,1102
2020-04-25,RIVM_report_20200425,85-89,Ziekenhuisopname,696
2020-04-25,RIVM_report_20200425,90-94,Ziekenhuisopname,204
2020-04-25,RIVM_report_20200425,95+,Ziekenhuisopname,37
2020-04-25,RIVM_report_20200425,Niet vermeld,Ziekenhuisopname,1
2020-04-25,RIVM_report_20200425,0-4,Overleden,0
2020-04-25,RIVM_report_20200425,5-9,Overleden,0
2020-04-25,RIVM_report_20200425,10-14,Overleden,0
2020-04-25,RIVM_report_20200425,15-19,Overleden,1
2020-04-25,RIVM_report_20200425,20-24,Overleden,0
2020-04-25,RIVM_report_20200425,25-29,Overleden,3
2020-04-25,RIVM_report_20200425,30-34,Overleden,3
2020-04-25,RIVM_report_20200425,35-39,Overleden,5
2020-04-25,RIVM_report_20200425,40-44,Overleden,4
2020-04-25,RIVM_report_20200425,45-49,Overleden,15
2020-04-25,RIVM_report_20200425,50-54,Overleden,32
2020-04-25,RIVM_report_20200425,55-59,Overleden,73
2020-04-25,RIVM_report_20200425,60-64,Overleden,121
2020-04-25,RIVM_report_20200425,65-69,Overleden,258
2020-04-25,RIVM_report_20200425,70-74,Overleden,481
2020-04-25,RIVM_report_20200425,75-79,Overleden,792
2020-04-25,RIVM_report_20200425,80-84,Overleden,938
2020-04-25,RIVM_report_20200425,85-89,Overleden,953
2020-04-25,RIVM_report_20200425,90-94,Overleden,544
2020-04-25,RIVM_report_20200425,95+,Overleden,185
2020-04-25,RIVM_report_20200425,Niet vermeld,Overleden,1
2020-04-26,RIVM_report_20200426,0-4,Totaal,68
2020-04-26,RIVM_report_20200426,5-9,Totaal,12
2020-04-26,RIVM_report_20200426,10-14,Totaal,48
2020-04-26,RIVM_report_20200426,15-19,Totaal,338
2020-04-26,RIVM_report_20200426,20-24,Totaal,1452
2020-04-26,RIVM_report_20200426,25-29,Totaal,1830
2020-04-26,RIVM_report_20200426,30-34,Totaal,1739
2020-04-26,RIVM_report_20200426,35-39,Totaal,1534
2020-04-26,RIVM_report_20200426,40-44,Totaal,1725
2020-04-26,RIVM_report_20200426,45-49,Totaal,2541
2020-04-26,RIVM_report_20200426,50-54,Totaal,3327
2020-04-26,RIVM_report_20200426,55-59,Totaal,3690
2020-04-26,RIVM_report_20200426,60-64,Totaal,3003
2020-04-26,RIVM_report_20200426,65-69,Totaal,2063
2020-04-26,RIVM_report_20200426,70-74,Totaal,2585
2020-04-26,RIVM_report_20200426,75-79,Totaal,2942
2020-04-26,RIVM_report_20200426,80-84,Totaal,3224
2020-04-26,RIVM_report_20200426,85-89,Totaal,3183
2020-04-26,RIVM_report_20200426,90-94,Totaal,1903
2020-04-26,RIVM_report_20200426,95+,Totaal,626
2020-04-26,RIVM_report_20200426,Niet vermeld,Totaal,12
2020-04-26,RIVM_report_20200426,0-4,Ziekenhuisopname,39
2020-04-26,RIVM_report_20200426,5-9,Ziekenhuisopname,2
2020-04-26,RIVM_report_20200426,10-14,Ziekenhuisopname,7
2020-04-26,RIVM_report_20200426,15-19,Ziekenhuisopname,23
2020-04-26,RIVM_report_20200426,20-24,Ziekenhuisopname,49
2020-04-26,RIVM_report_20200426,25-29,Ziekenhuisopname,96
2020-04-26,RIVM_report_20200426,30-34,Ziekenhuisopname,131
2020-04-26,RIVM_report_20200426,35-39,Ziekenhuisopname,169
2020-04-26,RIVM_report_20200426,40-44,Ziekenhuisopname,253
2020-04-26,RIVM_report_20200426,45-49,Ziekenhuisopname,505
2020-04-26,RIVM_report_20200426,50-54,Ziekenhuisopname,747
2020-04-26,RIVM_report_20200426,55-59,Ziekenhuisopname,996
2020-04-26,RIVM_report_20200426,60-64,Ziekenhuisopname,1147
2020-04-26,RIVM_report_20200426,65-69,Ziekenhuisopname,1215
2020-04-26,RIVM_report_20200426,70-74,Ziekenhuisopname,1544
2020-04-26,RIVM_report_20200426,75-79,Ziekenhuisopname,1477
2020-04-26,RIVM_report_20200426,80-84,Ziekenhuisopname,1110
2020-04-26,RIVM_report_20200426,85-89,Ziekenhuisopname,701
2020-04-26,RIVM_report_20200426,90-94,Ziekenhuisopname,207
2020-04-26,RIVM_report_20200426,95+,Ziekenhuisopname,37
2020-04-26,RIVM_report_20200426,Niet vermeld,Ziekenhuisopname,1
2020-04-26,RIVM_report_20200426,0-4,Overleden,0
2020-04-26,RIVM_report_20200426,5-9,Overleden,0
2020-04-26,RIVM_report_20200426,10-14,Overleden,0
2020-04-26,RIVM_report_20200426,15-19,Overleden,1
2020-04-26,RIVM_report_20200426,20-24,Overleden,0
2020-04-26,RIVM_report_20200426,25-29,Overleden,3
2020-04-26,RIVM_report_20200426,30-34,Overleden,3
2020-04-26,RIVM_report_20200426,35-39,Overleden,5
2020-04-26,RIVM_report_20200426,40-44,Overleden,4
2020-04-26,RIVM_report_20200426,45-49,Overleden,15
2020-04-26,RIVM_report_20200426,50-54,Overleden,33
2020-04-26,RIVM_report_20200426,55-59,Overleden,73
2020-04-26,RIVM_report_20200426,60-64,Overleden,124
2020-04-26,RIVM_report_20200426,65-69,Overleden,260
2020-04-26,RIVM_report_20200426,70-74,Overleden,485
2020-04-26,RIVM_report_20200426,75-79,Overleden,802
2020-04-26,RIVM_report_20200426,80-84,Overleden,952
2020-04-26,RIVM_report_20200426,85-89,Overleden,969
2020-04-26,RIVM_report_20200426,90-94,Overleden,553
2020-04-26,RIVM_report_20200426,95+,Overleden,192
2020-04-26,RIVM_report_20200426,Niet vermeld,Overleden,1
2020-04-27,RIVM_report_20200427,0-4,Totaal,68
2020-04-27,RIVM_report_20200427,5-9,Totaal,12
2020-04-27,RIVM_report_20200427,10-14,Totaal,48
2020-04-27,RIVM_report_20200427,15-19,Totaal,348
2020-04-27,RIVM_report_20200427,20-24,Totaal,1474
2020-04-27,RIVM_report_20200427,25-29,Totaal,1848
2020-04-27,RIVM_report_20200427,30-34,Totaal,1756
2020-04-27,RIVM_report_20200427,35-39,Totaal,1549
2020-04-27,RIVM_report_20200427,40-44,Totaal,1741
2020-04-27,RIVM_report_20200427,45-49,Totaal,2573
2020-04-27,RIVM_report_20200427,50-54,Totaal,3361
2020-04-27,RIVM_report_20200427,55-59,Totaal,3728
2020-04-27,RIVM_report_20200427,60-64,Totaal,3045
2020-04-27,RIVM_report_20200427,65-69,Totaal,2074
2020-04-27,RIVM_report_20200427,70-74,Totaal,2599
2020-04-27,RIVM_report_20200427,75-79,Totaal,2969
2020-04-27,RIVM_report_20200427,80-84,Totaal,3257
2020-04-27,RIVM_report_20200427,85-89,Totaal,3229
2020-04-27,RIVM_report_20200427,90-94,Totaal,1924
2020-04-27,RIVM_report_20200427,95+,Totaal,630
2020-04-27,RIVM_report_20200427,Niet vermeld,Totaal,12
2020-04-27,RIVM_report_20200427,0-4,Ziekenhuisopname,40
2020-04-27,RIVM_report_20200427,5-9,Ziekenhuisopname,2
2020-04-27,RIVM_report_20200427,10-14,Ziekenhuisopname,7
2020-04-27,RIVM_report_20200427,15-19,Ziekenhuisopname,24
2020-04-27,RIVM_report_20200427,20-24,Ziekenhuisopname,49
2020-04-27,RIVM_report_20200427,25-29,Ziekenhuisopname,97
2020-04-27,RIVM_report_20200427,30-34,Ziekenhuisopname,132
2020-04-27,RIVM_report_20200427,35-39,Ziekenhuisopname,170
2020-04-27,RIVM_report_20200427,40-44,Ziekenhuisopname,254
2020-04-27,RIVM_report_20200427,45-49,Ziekenhuisopname,506
2020-04-27,RIVM_report_20200427,50-54,Ziekenhuisopname,754
2020-04-27,RIVM_report_20200427,55-59,Ziekenhuisopname,1002
2020-04-27,RIVM_report_20200427,60-64,Ziekenhuisopname,1157
2020-04-27,RIVM_report_20200427,65-69,Ziekenhuisopname,1222
2020-04-27,RIVM_report_20200427,70-74,Ziekenhuisopname,1550
2020-04-27,RIVM_report_20200427,75-79,Ziekenhuisopname,1487
2020-04-27,RIVM_report_20200427,80-84,Ziekenhuisopname,1115
2020-04-27,RIVM_report_20200427,85-89,Ziekenhuisopname,706
2020-04-27,RIVM_report_20200427,90-94,Ziekenhuisopname,208
2020-04-27,RIVM_report_20200427,95+,Ziekenhuisopname,38
2020-04-27,RIVM_report_20200427,Niet vermeld,Ziekenhuisopname,1
2020-04-27,RIVM_report_20200427,0-4,Overleden,0
2020-04-27,RIVM_report_20200427,5-9,Overleden,0
2020-04-27,RIVM_report_20200427,10-14,Overleden,0
2020-04-27,RIVM_report_20200427,15-19,Overleden,1
2020-04-27,RIVM_report_20200427,20-24,Overleden,0
2020-04-27,RIVM_report_20200427,25-29,Overleden,3
2020-04-27,RIVM_report_20200427,30-34,Overleden,3
2020-04-27,RIVM_report_20200427,35-39,Overleden,5
2020-04-27,RIVM_report_20200427,40-44,Overleden,4
2020-04-27,RIVM_report_20200427,45-49,Overleden,15
2020-04-27,RIVM_report_20200427,50-54,Overleden,34
2020-04-27,RIVM_report_20200427,55-59,Overleden,73
2020-04-27,RIVM_report_20200427,60-64,Overleden,124
2020-04-27,RIVM_report_20200427,65-69,Overleden,263
2020-04-27,RIVM_report_20200427,70-74,Overleden,488
2020-04-27,RIVM_report_20200427,75-79,Overleden,810
2020-04-27,RIVM_report_20200427,80-84,Overleden,959
2020-04-27,RIVM_report_20200427,85-89,Overleden,982
2020-04-27,RIVM_report_20200427,90-94,Overleden,560
2020-04-27,RIVM_report_20200427,95+,Overleden,193
2020-04-27,RIVM_report_20200427,Niet vermeld,Overleden,1
2020-04-28,RIVM_report_20200428,0-4,Totaal,69
2020-04-28,RIVM_report_20200428,5-9,Totaal,12
2020-04-28,RIVM_report_20200428,10-14,Totaal,48
2020-04-28,RIVM_report_20200428,15-19,Totaal,348
2020-04-28,RIVM_report_20200428,20-24,Totaal,1487
2020-04-28,RIVM_report_20200428,25-29,Totaal,1859
2020-04-28,RIVM_report_20200428,30-34,Totaal,1763
2020-04-28,RIVM_report_20200428,35-39,Totaal,1556
2020-04-28,RIVM_report_20200428,40-44,Totaal,1748
2020-04-28,RIVM_report_20200428,45-49,Totaal,2582
2020-04-28,RIVM_report_20200428,50-54,Totaal,3374
2020-04-28,RIVM_report_20200428,55-59,Totaal,3741
2020-04-28,RIVM_report_20200428,60-64,Totaal,3064
2020-04-28,RIVM_report_20200428,65-69,Totaal,2084
2020-04-28,RIVM_report_20200428,70-74,Totaal,2610
2020-04-28,RIVM_report_20200428,75-79,Totaal,2979
2020-04-28,RIVM_report_20200428,80-84,Totaal,3272
2020-04-28,RIVM_report_20200428,85-89,Totaal,3241
2020-04-28,RIVM_report_20200428,90-94,Totaal,1933
2020-04-28,RIVM_report_20200428,95+,Totaal,635
2020-04-28,RIVM_report_20200428,Niet vermeld,Totaal,11
2020-04-28,RIVM_report_20200428,0-4,Ziekenhuisopname,40
2020-04-28,RIVM_report_20200428,5-9,Ziekenhuisopname,2
2020-04-28,RIVM_report_20200428,10-14,Ziekenhuisopname,7
2020-04-28,RIVM_report_20200428,15-19,Ziekenhuisopname,24
2020-04-28,RIVM_report_20200428,20-24,Ziekenhuisopname,49
2020-04-28,RIVM_report_20200428,25-29,Ziekenhuisopname,97
2020-04-28,RIVM_report_20200428,30-34,Ziekenhuisopname,133
2020-04-28,RIVM_report_20200428,35-39,Ziekenhuisopname,173
2020-04-28,RIVM_report_20200428,40-44,Ziekenhuisopname,258
2020-04-28,RIVM_report_20200428,45-49,Ziekenhuisopname,513
2020-04-28,RIVM_report_20200428,50-54,Ziekenhuisopname,758
2020-04-28,RIVM_report_20200428,55-59,Ziekenhuisopname,1009
2020-04-28,RIVM_report_20200428,60-64,Ziekenhuisopname,1166
2020-04-28,RIVM_report_20200428,65-69,Ziekenhuisopname,1237
2020-04-28,RIVM_report_20200428,70-74,Ziekenhuisopname,1563
2020-04-28,RIVM_report_20200428,75-79,Ziekenhuisopname,1496
2020-04-28,RIVM_report_20200428,80-84,Ziekenhuisopname,1123
2020-04-28,RIVM_report_20200428,85-89,Ziekenhuisopname,712
2020-04-28,RIVM_report_20200428,90-94,Ziekenhuisopname,210
2020-04-28,RIVM_report_20200428,95+,Ziekenhuisopname,38
2020-04-28,RIVM_report_20200428,Niet vermeld,Ziekenhuisopname,1
2020-04-28,RIVM_report_20200428,0-4,Overleden,0
2020-04-28,RIVM_report_20200428,5-9,Overleden,0
2020-04-28,RIVM_report_20200428,10-14,Overleden,0
2020-04-28,RIVM_report_20200428,15-19,Overleden,1
2020-04-28,RIVM_report_20200428,20-24,Overleden,0
2020-04-28,RIVM_report_20200428,25-29,Overleden,3
2020-04-28,RIVM_report_20200428,30-34,Overleden,3
2020-04-28,RIVM_report_20200428,35-39,Overleden,5
2020-04-28,RIVM_report_20200428,40-44,Overleden,4
2020-04-28,RIVM_report_20200428,45-49,Overleden,15
2020-04-28,RIVM_report_20200428,50-54,Overleden,36
2020-04-28,RIVM_report_20200428,55-59,Overleden,76
2020-04-28,RIVM_report_20200428,60-64,Overleden,124
2020-04-28,RIVM_report_20200428,65-69,Overleden,264
2020-04-28,RIVM_report_20200428,70-74,Overleden,491
2020-04-28,RIVM_report_20200428,75-79,Overleden,817
2020-04-28,RIVM_report_20200428,80-84,Overleden,970
2020-04-28,RIVM_report_20200428,85-89,Overleden,996
2020-04-28,RIVM_report_20200428,90-94,Overleden,563
2020-04-28,RIVM_report_20200428,95+,Overleden,197
2020-04-28,RIVM_report_20200428,Niet vermeld,Overleden,1
2020-04-29,RIVM_report_20200429,0-4,Totaal,69
2020-04-29,RIVM_report_20200429,5-9,Totaal,13
2020-04-29,RIVM_report_20200429,10-14,Totaal,48
2020-04-29,RIVM_report_20200429,15-19,Totaal,351
2020-04-29,RIVM_report_20200429,20-24,Totaal,1506
2020-04-29,RIVM_report_20200429,25-29,Totaal,1885
2020-04-29,RIVM_report_20200429,30-34,Totaal,1781
2020-04-29,RIVM_report_20200429,35-39,Totaal,1566
2020-04-29,RIVM_report_20200429,40-44,Totaal,1762
2020-04-29,RIVM_report_20200429,45-49,Totaal,2608
2020-04-29,RIVM_report_20200429,50-54,Totaal,3399
2020-04-29,RIVM_report_20200429,55-59,Totaal,3772
2020-04-29,RIVM_report_20200429,60-64,Totaal,3089
2020-04-29,RIVM_report_20200429,65-69,Totaal,2098
2020-04-29,RIVM_report_20200429,70-74,Totaal,2632
2020-04-29,RIVM_report_20200429,75-79,Totaal,3009
2020-04-29,RIVM_report_20200429,80-84,Totaal,3309
2020-04-29,RIVM_report_20200429,85-89,Totaal,3286
2020-04-29,RIVM_report_20200429,90-94,Totaal,1965
2020-04-29,RIVM_report_20200429,95+,Totaal,643
2020-04-29,RIVM_report_20200429,Niet vermeld,Totaal,11
2020-04-29,RIVM_report_20200429,0-4,Ziekenhuisopname,40
2020-04-29,RIVM_report_20200429,5-9,Ziekenhuisopname,2
2020-04-29,RIVM_report_20200429,10-14,Ziekenhuisopname,7
2020-04-29,RIVM_report_20200429,15-19,Ziekenhuisopname,25
2020-04-29,RIVM_report_20200429,20-24,Ziekenhuisopname,49
2020-04-29,RIVM_report_20200429,25-29,Ziekenhuisopname,98
2020-04-29,RIVM_report_20200429,30-34,Ziekenhuisopname,137
2020-04-29,RIVM_report_20200429,35-39,Ziekenhuisopname,175
2020-04-29,RIVM_report_20200429,40-44,Ziekenhuisopname,258
2020-04-29,RIVM_report_20200429,45-49,Ziekenhuisopname,519
2020-04-29,RIVM_report_20200429,50-54,Ziekenhuisopname,762
2020-04-29,RIVM_report_20200429,55-59,Ziekenhuisopname,1017
2020-04-29,RIVM_report_20200429,60-64,Ziekenhuisopname,1172
2020-04-29,RIVM_report_20200429,65-69,Ziekenhuisopname,1244
2020-04-29,RIVM_report_20200429,70-74,Ziekenhuisopname,1575
2020-04-29,RIVM_report_20200429,75-79,Ziekenhuisopname,1507
2020-04-29,RIVM_report_20200429,80-84,Ziekenhuisopname,1129
2020-04-29,RIVM_report_20200429,85-89,Ziekenhuisopname,716
2020-04-29,RIVM_report_20200429,90-94,Ziekenhuisopname,214
2020-04-29,RIVM_report_20200429,95+,Ziekenhuisopname,38
2020-04-29,RIVM_report_20200429,Niet vermeld,Ziekenhuisopname,1
2020-04-29,RIVM_report_20200429,0-4,Overleden,0
2020-04-29,RIVM_report_20200429,5-9,Overleden,0
2020-04-29,RIVM_report_20200429,10-14,Overleden,0
2020-04-29,RIVM_report_20200429,15-19,Overleden,1
2020-04-29,RIVM_report_20200429,20-24,Overleden,0
2020-04-29,RIVM_report_20200429,25-29,Overleden,3
2020-04-29,RIVM_report_20200429,30-34,Overleden,3
2020-04-29,RIVM_report_20200429,35-39,Overleden,5
2020-04-29,RIVM_report_20200429,40-44,Overleden,4
2020-04-29,RIVM_report_20200429,45-49,Overleden,15
2020-04-29,RIVM_report_20200429,50-54,Overleden,36
2020-04-29,RIVM_report_20200429,55-59,Overleden,78
2020-04-29,RIVM_report_20200429,60-64,Overleden,129
2020-04-29,RIVM_report_20200429,65-69,Overleden,273
2020-04-29,RIVM_report_20200429,70-74,Overleden,507
2020-04-29,RIVM_report_20200429,75-79,Overleden,832
2020-04-29,RIVM_report_20200429,80-84,Overleden,1001
2020-04-29,RIVM_report_20200429,85-89,Overleden,1026
2020-04-29,RIVM_report_20200429,90-94,Overleden,584
2020-04-29,RIVM_report_20200429,95+,Overleden,213
2020-04-29,RIVM_report_20200429,Niet vermeld,Overleden,1
2020-04-30,RIVM_report_20200430,0-4,Totaal,69
2020-04-30,RIVM_report_20200430,5-9,Totaal,13
2020-04-30,RIVM_report_20200430,10-14,Totaal,48
2020-04-30,RIVM_report_20200430,15-19,Totaal,362
2020-04-30,RIVM_report_20200430,20-24,Totaal,1538
2020-04-30,RIVM_report_20200430,25-29,Totaal,1916
2020-04-30,RIVM_report_20200430,30-34,Totaal,1806
2020-04-30,RIVM_report_20200430,35-39,Totaal,1580
2020-04-30,RIVM_report_20200430,40-44,Totaal,1798
2020-04-30,RIVM_report_20200430,45-49,Totaal,2649
2020-04-30,RIVM_report_20200430,50-54,Totaal,3448
2020-04-30,RIVM_report_20200430,55-59,Totaal,3809
2020-04-30,RIVM_report_20200430,60-64,Totaal,3119
2020-04-30,RIVM_report_20200430,65-69,Totaal,2116
2020-04-30,RIVM_report_20200430,70-74,Totaal,2650
2020-04-30,RIVM_report_20200430,75-79,Totaal,3034
2020-04-30,RIVM_report_20200430,80-84,Totaal,3354
2020-04-30,RIVM_report_20200430,85-89,Totaal,3339
2020-04-30,RIVM_report_20200430,90-94,Totaal,2004
2020-04-30,RIVM_report_20200430,95+,Totaal,653
2020-04-30,RIVM_report_20200430,Niet vermeld,Totaal,11
2020-04-30,RIVM_report_20200430,0-4,Ziekenhuisopname,41
2020-04-30,RIVM_report_20200430,5-9,Ziekenhuisopname,2
2020-04-30,RIVM_report_20200430,10-14,Ziekenhuisopname,7
2020-04-30,RIVM_report_20200430,15-19,Ziekenhuisopname,26
2020-04-30,RIVM_report_20200430,20-24,Ziekenhuisopname,49
2020-04-30,RIVM_report_20200430,25-29,Ziekenhuisopname,98
2020-04-30,RIVM_report_20200430,30-34,Ziekenhuisopname,138
2020-04-30,RIVM_report_20200430,35-39,Ziekenhuisopname,177
2020-04-30,RIVM_report_20200430,40-44,Ziekenhuisopname,260
2020-04-30,RIVM_report_20200430,45-49,Ziekenhuisopname,522
2020-04-30,RIVM_report_20200430,50-54,Ziekenhuisopname,770
2020-04-30,RIVM_report_20200430,55-59,Ziekenhuisopname,1030
2020-04-30,RIVM_report_20200430,60-64,Ziekenhuisopname,1180
2020-04-30,RIVM_report_20200430,65-69,Ziekenhuisopname,1254
2020-04-30,RIVM_report_20200430,70-74,Ziekenhuisopname,1579
2020-04-30,RIVM_report_20200430,75-79,Ziekenhuisopname,1522
2020-04-30,RIVM_report_20200430,80-84,Ziekenhuisopname,1134
2020-04-30,RIVM_report_20200430,85-89,Ziekenhuisopname,725
2020-04-30,RIVM_report_20200430,90-94,Ziekenhuisopname,217
2020-04-30,RIVM_report_20200430,95+,Ziekenhuisopname,37
2020-04-30,RIVM_report_20200430,Niet vermeld,Ziekenhuisopname,1
2020-04-30,RIVM_report_20200430,0-4,Overleden,0
2020-04-30,RIVM_report_20200430,5-9,Overleden,0
2020-04-30,RIVM_report_20200430,10-14,Overleden,0
2020-04-30,RIVM_report_20200430,15-19,Overleden,1
2020-04-30,RIVM_report_20200430,20-24,Overleden,0
2020-04-30,RIVM_report_20200430,25-29,Overleden,3
2020-04-30,RIVM_report_20200430,30-34,Overleden,3
2020-04-30,RIVM_report_20200430,35-39,Overleden,6
2020-04-30,RIVM_report_20200430,40-44,Overleden,5
2020-04-30,RIVM_report_20200430,45-49,Overleden,16
2020-04-30,RIVM_report_20200430,50-54,Overleden,36
2020-04-30,RIVM_report_20200430,55-59,Overleden,80
2020-04-30,RIVM_report_20200430,60-64,Overleden,132
2020-04-30,RIVM_report_20200430,65-69,Overleden,274
2020-04-30,RIVM_report_20200430,70-74,Overleden,516
2020-04-30,RIVM_report_20200430,75-79,Overleden,842
2020-04-30,RIVM_report_20200430,80-84,Overleden,1021
2020-04-30,RIVM_report_20200430,85-89,Overleden,1046
2020-04-30,RIVM_report_20200430,90-94,Overleden,595
2020-04-30,RIVM_report_20200430,95+,Overleden,218
2020-04-30,RIVM_report_20200430,Niet vermeld,Overleden,1
2020-05-01,RIVM_report_20200501,0-4,Totaal,72
2020-05-01,RIVM_report_20200501,5-9,Totaal,13
2020-05-01,RIVM_report_20200501,10-14,Totaal,49
2020-05-01,RIVM_report_20200501,15-19,Totaal,369
2020-05-01,RIVM_report_20200501,20-24,Totaal,1571
2020-05-01,RIVM_report_20200501,25-29,Totaal,1946
2020-05-01,RIVM_report_20200501,30-34,Totaal,1830
2020-05-01,RIVM_report_20200501,35-39,Totaal,1597
2020-05-01,RIVM_report_20200501,40-44,Totaal,1824
2020-05-01,RIVM_report_20200501,45-49,Totaal,2682
2020-05-01,RIVM_report_20200501,50-54,Totaal,3487
2020-05-01,RIVM_report_20200501,55-59,Totaal,3846
2020-05-01,RIVM_report_20200501,60-64,Totaal,3168
2020-05-01,RIVM_report_20200501,65-69,Totaal,2129
2020-05-01,RIVM_report_20200501,70-74,Totaal,2673
2020-05-01,RIVM_report_20200501,75-79,Totaal,3054
2020-05-01,RIVM_report_20200501,80-84,Totaal,3390
2020-05-01,RIVM_report_20200501,85-89,Totaal,3377
2020-05-01,RIVM_report_20200501,90-94,Totaal,2035
2020-05-01,RIVM_report_20200501,95+,Totaal,668
2020-05-01,RIVM_report_20200501,Niet vermeld,Totaal,11
2020-05-01,RIVM_report_20200501,0-4,Ziekenhuisopname,42
2020-05-01,RIVM_report_20200501,5-9,Ziekenhuisopname,2
2020-05-01,RIVM_report_20200501,10-14,Ziekenhuisopname,7
2020-05-01,RIVM_report_20200501,15-19,Ziekenhuisopname,26
2020-05-01,RIVM_report_20200501,20-24,Ziekenhuisopname,51
2020-05-01,RIVM_report_20200501,25-29,Ziekenhuisopname,99
2020-05-01,RIVM_report_20200501,30-34,Ziekenhuisopname,142
2020-05-01,RIVM_report_20200501,35-39,Ziekenhuisopname,177
2020-05-01,RIVM_report_20200501,40-44,Ziekenhuisopname,263
